name,city,price
Cozy Southern Suburb Home away from Home,Cape Town,406
Luxury 3 Bedroom Waterfront Apartment with Pool,Cape Town,3496
Montaña,Cape Town,448
"• Peaceful, comfortable and spacious garden home.",Cape Town,951
25 On Fitzpatrick,Cape Town,2000
10% off-Luxury City Centre studio with pool,Cape Town,587
Cosy and  sweet. Beach views and nature walks.,Cape Town,895
Camps Bay Dream,Cape Town,9999
Cozy lock up and go home in security complex.,Cape Town,1007
Cape Town Bright Modern Comfortable Studio,Cape Town,601
Theo's Windsurf Holiday Pad.,Cape Town,350
Getaway on Peck Way 2,Cape Town,406
Private house in the heart of Cape Town,Cape Town,7496
Beautiful garden cottage in Vredehoek,Cape Town,755
"Secure, easy access to beaches and mountains",Cape Town,1496
"House Skiathos
Llandudno",Cape Town,13285
Sunny 2 bedroomed apartment,Cape Town,853
Sunbird cottage,Cape Town,951
2 bedroom apartment in the Fountains,Cape Town,2000
1,Cape Town,139999
Striking Sea Point 3 Bedroom Garden Suite,Cape Town,1678
Located within Close Proximity to V&A Waterfront!,Cape Town,1147
"Self-catering Suite in Sea Point, Cape Town",Cape Town,2000
"Superb Location, Spacious Beach Front Apartment",Cape Town,0
Front Row 5 Bed Home on secure Golf Estate,Cape Town,5496
DRIFTWOOD HOUSE – Room 1,Cape Town,629
Beautiful Upper Constantia Home,Cape Town,5006
Table Mountain Views,Cape Town,11188
MODTrendy Chic Space Cape Town love theCity Living,Cape Town,1203
Big Bay 2 Bedroom Apartment with Breathtaking view,Cape Town,1804
Dolphin Dr 31,Cape Town,3007
Somerset Serenity,Cape Town,3496
Stunning Loft Apartment Right on the Beach,Cape Town,1245
Snooze Inn Strand,Cape Town,1105
G's Loft Flatlet,Cape Town,699
Coots Nest,Cape Town,1287
"MODERN HOUSE, Blouberg for beach, and kitesurfing",Cape Town,1203
"The Butterfly Cottage, self catering cottage",Cape Town,881
Atlantic Spray,Cape Town,3007
Cozy Room Centrally Located In Heart of Woodstock,Cape Town,350
The Duke at the Majestic Village,Cape Town,3007
Cute Cape Cottage,Cape Town,1496
Bakoven Bungalow -  exclusive seaside living,Cape Town,9999
The Lookout,Cape Town,4083
Explore Cape Town from a Stylish Home,Cape Town,797
Parklands Villa 4th,Cape Town,3007
Charming spacious 1 bed apt in leafy Rondebosch,Cape Town,545
"BayView from the Helderberg, Somerset West",Cape Town,392
Central Budget Stylish Studio off Long Street,Cape Town,811
Location & Pool St Martini Studio w/ View. Central,Cape Town,517
Perfectly located at the top of Kloof Street,Cape Town,1706
"Selfcatering-Flat am See Zeekoevlei, KAPSTADT",Cape Town,406
"Kairos Lodge,  Flame Lily  self-catering apartment",Cape Town,1105
The Alexander - Bantry Bay,Cape Town,4503
Bright and cozy apartment in Capri,Cape Town,406
Constantia - Private guest cottage,Cape Town,350
Cape Town City Apartment,Cape Town,1245
Lovely neat and spacious 2-bed 2-bath apartment,Cape Town,475
"Large, Modern, Family Home by the Sea, West Beach",Cape Town,2853
Family Beach House in Scarborough,Cape Town,3202
Trendy 2 Bed Apartment in the heart of Woodstock,Cape Town,601
Mountain studio apartment stone-throw to the beach,Cape Town,461
"Bee~You~Tiful! Breathtaking, Kite surf or Business",Cape Town,448
★ Nature lovers! Farm with Table Mountain view ★,Cape Town,643
Holiday residence in Somerset West,Cape Town,2951
Villa with Pool in Walking Distance to the Beach,Cape Town,4000
"Light, spacious and modern Blouberg apartment",Cape Town,1203
Mabel's homestay,Cape Town,350
Large back room in Greenpoint,Cape Town,210
Arum Suite - 2 Sleeper,Cape Town,1594
Saffron II,Cape Town,5300
Parklands Villa,Cape Town,1496
Cosy garden unit in the heart of Camps Bay,Cape Town,3496
My Happy Place - 4 min Walk to Beach - 2 Bedroom,Cape Town,699
Artist’s Home with Amazing Views - Bo Kaap,Cape Town,601
Stone VII,Cape Town,8950
WATERSTONE LODGE-newly opened boutique guest house,Cape Town,1273
"Hoptoad House on Dunedin Ave, Noordhoek, Cape Town",Cape Town,3552
Farries II,Cape Town,6503
Luxurious Apartment with a Courtyard in Cape Town,Cape Town,1203
Quiet Inner City Getaway Apartment,Cape Town,489
Villa Sunar Guesthouse,Cape Town,853
Baviaanskloof II - Peace and tranquility.,Cape Town,2000
Pelargonium II,Cape Town,6503
606 - Beautiful Table Mountain & Bay Views,Cape Town,895
Mountain  & Seapoint  inner city life,Cape Town,755
Home away from home,Cape Town,1496
City Centre. Plush. Fibre .Views. Parking. Gym,Cape Town,1245
Economy Budget Room,Cape Town,1105
Modern Family Home,Cape Town,5006
Panoramic Cape Town views and walk onto the beach,Cape Town,1944
The Virginia corner loft,Cape Town,545
Whalepoint in Kalk Bay,Cape Town,755
BedouInn Guest Suite Near Airport,Cape Town,350
Mothers Love B&B,Cape Town,895
Beautiful home with Panoramic Sea & Mountain Views,Cape Town,2503
Spacious Five Bedroom Home in Upmarket Suburb,Cape Town,3496
Gem in Simonstown with ocean and mountain views,Cape Town,3007
PERIWINKLE PLACE,Cape Town,3496
Spacious Newlands Apartment,Cape Town,503
"Awali Lodge, Bustani",Cape Town,1007
The Salty Seagull -  Spacious independent cottage,Cape Town,629
Cape Canary Cottage,Cape Town,895
Rondebosch home in Southern Suburbs of Cape Town,Cape Town,2252
"Sunny, Warm Camps Bay Apartment",Cape Town,797
FRESNAYE BEAUTY- SEA VIEWS AND SUNSETS IN STYLE!!,Cape Town,12446
Comfortable Guest Suite in Leafy Claremont,Cape Town,336
La Rochelle Apartment,Cape Town,2000
Observatory Backpackers,Cape Town,182
Magnolia King Suite,Cape Town,1650
Gardenia Cottage - 4 sleeper,Cape Town,2797
Lavender Suite,Cape Town,1007
Sage Suite,Cape Town,1496
Palms Cottage - 4 sleeper,Cape Town,2405
Jasmine Cottage - 6 sleeper,Cape Town,2196
Observatory Backpackers,Cape Town,685
Canary Corner Cottage,Cape Town,699
Bantry Bay 2-Bed with Ocean Views,Cape Town,1594
"La Duna flatlet in Kronenzicht, Hout Bay",Cape Town,601
"Stunning mountain side property, beautiful views",Cape Town,3007
"Awali Lodge, Shangwe",Cape Town,797
"Awali Lodge, Amani",Cape Town,797
Van Riebeeck,Cape Town,797
"Awali Lodge, Kilima",Cape Town,1496
"Awali Lodge, Mlima",Cape Town,1496
Neat Apartment in Cape Town - Ideal for Students,Cape Town,196
Contemporary Constantia home PRIVATE WATER SUPPLY,Cape Town,13733
Magical Dar el Hout,Cape Town,1804
Clovelly Courtyard - Clovelly /Fish Hoek,Cape Town,2196
"Stylish, high-end apartment in secure estate",Cape Town,392
Entire vacation home for perfect holiday Cape Town,Cape Town,2797
Stunning home in the Golden Mile Rondebosch,Cape Town,3496
Vibrant City-Centre Loft in Art Deco Icon,Cape Town,545
Stunning 4 bedrooms apartment with great views,Cape Town,5999
518 - Perfect Holiday Pad,Cape Town,545
"Beautiful Art Deco apartment in Gardens, Cape Town",Cape Town,1105
2 bed Constantia cottage PRIVATE WATER SUPPLY,Cape Town,2741
Fall in love with the Victorian Woodstock vibe (1),Cape Town,196
Super comfy and compact city pad,Cape Town,797
"Upper Constantia holiday home, family friendly",Cape Town,4699
Charming family home in secure Mountain Estate,Cape Town,3944
Durham I,Cape Town,22110
Rod's Self Catering,Cape Town,951
Garden View Cottage,Cape Town,853
Dilisca Guesthouse Luxury Rooms,Cape Town,685
Mount Rhodes II,Cape Town,4000
1 Bedroom in the Heart of Camps Bay,Cape Town,601
"Self Catering Vredehoek ,Cape Town Cottage",Cape Town,503
"Charming, spacious & sunny room with a view.",Cape Town,406
Sea view apartment - Hibernian Towers!,Cape Town,825
"CENTRAL, MOUNTAIN & CITY VIEWS ⛰️ FREE PARKING",Cape Town,853
★City Central★Studio+Gym+Pool+Secure +Parking,Cape Town,643
Stylish and Luxury Clifton Apartment with Seaviews,Cape Town,2951
306 - Sunset Views of Table Mountain and Bay,Cape Town,545
112 - Table Mountain Sunsets,Cape Town,699
Beautiful Home in the heart of Cape Town,Cape Town,3496
Sea Point sanctuary steps to beach #Easterholiday,Cape Town,797
The Bay Accommodation Self-catering,Cape Town,545
Excellent Base for a Cape Town Holiday,Cape Town,3804
Dilisca Guesthouse Standard Rooms,Cape Town,629
Feel welcome in this spacious suburban apartment,Cape Town,1496
Room with ensuite in professional houseshare,Cape Town,182
Wayn's Cottage sleeps 2 people,Cape Town,503
HISTORIC COTTAGE IN THE BO-KAAP,Cape Town,1496
203 - Holiday Pad with Table Mountain & Bay Views,Cape Town,573
The Coach House,Cape Town,4293
Philadelphia Guest Apartment,Philadelphia,797
"Ville la'Rina self-cater,Plattekloof nearMedClinic",Cape Town,406
Cat's Eye Jewel,Cape Town,699
Beautiful 4 bedroom family home,Cape Town,5132
Urban Living In Architects' Home,Cape Town,1007
4 or 5 Bedroom Spacious Constantia Home,Cape Town,7999
Newlands Gem,Cape Town,3007
Luxury Twin Bedrooms,Cape Town,853
Pool and Garden View Rooms,Cape Town,951
Luxury Double Bedroom,Cape Town,0
Luxury Suite,Cape Town,0
The mountain is showing off again,Cape Town,797
Villa Camp Bay Views,Cape Town,5496
Sea view loft,Cape Town,448
View Spectacular,Cape Town,5496
6 Bedroom CAMPS BAY VILLA  walk to Beach,Cape Town,6503
Spacious Mountain View Town House,Cape Town,2000
Karibu. Welcome to paradise.,Cape Town,2503
Designer loft apartment in the City Centre,Cape Town,909
"Bright, rustic home, full of sunshine and warmth '",Cape Town,2252
Constantia 4 bedroom home PRIVATE WATER SUPPLY,Cape Town,7482
Cat's Eye Gem,Cape Town,699
Erinvale House,Cape Town,4000
Family home in Claremont - available Dec19/Jan20,Cape Town,3496
Bishopscourt modern home with mountain views,Cape Town,2503
Camps Bay - Beautiful family villa close to beach,Cape Town,5006
"SUNNY, SECURE AND CENTRAL CAPE TOWN APARTMENT!",Cape Town,545
"Muizenberg Mountain, Beach and Views",Cape Town,2405
"Spacious, contemporary family home in Constantia",Cape Town,4251
Pilots Roost,Cape Town,11999
Big 3 story home near beaches and top restaurants,Cape Town,9999
Seagull's View,Cape Town,993
St Pauls Crescent,Cape Town,1496
Spacious Family Home,Cape Town,4000
Qiqaboo farm cottage,Cape Town,755
"Large family home in Constantia, Cape Town",Cape Town,3496
Footprints house,Cape Town,1888
Central Seapoint Studio with Incredible Sea Views,Cape Town,699
Mountain view retreat,Cape Town,699
Sunset Beach Escape,"Blouberg, Cape Town",643
Mountain view apartment - Cape Town 39 Roeland str,Cape Town,951
★ CAPE TOWN ★- FAST internet up to 200Mb/s Fibre,Cape Town,140
"Holiday apartment in Sea Point,with sea views",Cape Town,39996
103 La Cabina,Cape Town,671
Little flat in the mead,Cape Town,406
The Garden Studio,Cape Town,783
Alfa guest house,Cape Town,923
Ednam - Stone's throw from the Stadium,Cape Town,853
Self-catering cottage in the heart of Newlands,Cape Town,503
Bird filled garden on wine route!,Cape Town,448
Bellville apartment with great views,Cape Town,503
"Lovely, private & secluded room, centrally located",Cape Town,196
Cape Town Beachfront Apartments - One Bedroom,Kaapstad,1804
"The Deep Glen Room, Camps Bay",Cape Town,0
Cape Town Beachfront Apartment - Two Bedroom,Kaapstad,2098
Secure Stonehurst Mountain Estate,Cape Town,2699
Luxury beach front house Cape Town,Cape Town,11999
Surf Play Stay,Cape Town,350
Modern city pad in great location,Cape Town,517
Ocean view apartment in Lagoon Beach with parking,Kaapstad,755
Mapelang,Cape Town,5524
Surf Studio on Beachfront,Cape Town,643
"The Baules Camps Bay, Spectacular Luxury Villa",Cape Town,18963
"303 - Sea Facing, fully furnished, 4 sleeper apt.",Cape Town,699
"Sunny, Central Cape Town. Perfect for a couple!",Cape Town,783
Cozy private room,Cape Town,406
Clifton Beach Apartment,Cape Town,1482
Oude Caab Country House,Cape Town,7999
Rose Tree,Cape Town,895
"Gordon's Bay Sea View Paradise, Cape Town",Cape Town,1007
Herschel I,Cape Town,6349
Seaside Village AG3,Cape Town,1846
Hibernian Towers 304,Cape Town,811
Morganite,Cape Town,7999
Sea Breeze: Peaceful 1Bed Close to the Beach,Cape Town,755
TraeJam Lodge - Room No 2,Cape Town,280
Self Catering Open Plan Apartment,Cape Town,1203
The Baules Penthouse with Jacuzzi on Roof-Terrace,Cape Town,3958
Villa Higgovale,Cape Town,35003
Home away from home!!,Cape Town,559
Nest with a view,Cape Town,755
★In the sky★Instaworthy views★Designer apartment★,Cape Town,1706
"Spacious, secure, Constantia family home",Cape Town,3300
"New - 6th floor, fibre, secure parking",Cape Town,699
Stylish Victorian Derwent Rd Off Hip Kloof Street,Cape Town,3007
2 Bedroom house in trendy Woodstock.,Cape Town,545
"Peaceful Victorian home - central, spacious beauty",Cape Town,601
Island views,Cape Town,503
Noordhoek Holiday House,Cape Town,3007
Light & Bright in Central Green Point!,Cape Town,1007
"40 on Blue Rock, Somerset Forest, Somerset west",Cape Town,755
Breathtakingly Beautiful Views at Clifton 3rd,Cape Town,5999
Adderley Terraces Apartment by the pool,Cape Town,1398
Family home - near beaches (Min 5 day booking),Cape Town,0
"Entire 1 Bedroom Apt, Stone's Throw to the Beach",Cape Town,503
COZY INDEPENDENT BEDROOM IN PRIME POSITION,Cape Town,713
Close to Cape Town best beach and lovely apartment,Cape Town,699
"All-in-One, Self-Catering Family Home",Cape Town,1203
Bantry Bay Bliss,Cape Town,1105
Beach Beauty,Cape Town,1356
"Private self-catering unit, parking & own garage.",NA,448
Penthouse in historic inner city,Cape Town,1594
Bright One Bedroom Spot in the Perfect Location,Cape Town,448
Williow Way II,Cape Town,4293
Stylish studio apartment close to Llandudno beach,Cape Town,1496
Stoneycroft II,Cape Town,2405
35 On Mentz KAROO ROOM,Cape Town,797
Studio on Bordeaux (Close to Panorama Medi Clinic),Cape Town,475
Up in the Forest in HoutBay -Protea Room,Cape Town,1007
Family Paradise on Kalk Bay Park with Sea View,Cape Town,2405
Modern Secure Three bedroom house with pool,Cape Town,7006
Stylish Studio in Sea Point,Cape Town,951
"Cartwright Corner, modern city apartment",Cape Town,1007
Cosy and comfortable home away from home!,Cape Town,895
3Bedroom house in 24h secure complex.,Cape Town,2000
The stadium Apartment,Cape Town,154
Charming De Waterkant Villa with Garden and Pool,Cape Town,9006
Hidden Gem in the quiet of Southern suburbs,Cape Town,993
Stunningly Beautiful Camps Bay Villa Short Walk to Beach.,Cape Town,9006
Loft Tranquility in the City Bowl - Urban Paradise,Cape Town,489
Tranquil Tokai Home,Cape Town,2405
Forester's Villa,Cape Town,3496
STUNNING apartment in the perfect location in CPT!,Cape Town,741
Beachfront Apartment,Cape Town,3902
Willow Beach House,Cape Town,3007
"Ocean view, Relaxation & Memories! The Place to be",Kaapstad,2923
Village II,Cape Town,3804
"Two Private Guest Rooms, Free Wifi, Secure Parking",Cape Town,475
"Camps Bay, spectacular views, 3 bed luxury apmt",Cape Town,895
Robben Island views,Cape Town,2000
"54 Victoria, modern lux seaside villa",Cape Town,9495
Constantia Valley Views,Cape Town,12418
Cosy & Stylish Beachfront Apartment,Cape Town,699
Dream Holiday on secure Golf Estate in Cape Town,Cape Town,3258
Lagoon Edge Family Holiday Home (IK),Cape Town,2797
"Stylish, modern 1 bedroom apartment",Cape Town,1496
MooiBaai Cottages - Room Penguin,Cape Town,1496
Cosy Fully Furnished Holiday Apartment (JJ),Cape Town,1301
Lion's Head Views in Central Cape Town on Kloofnek,Cape Town,937
Spacious & Convenient Guest Suite / Apartment.,Cape Town,475
Hirondelle @ 45 Old Paarl,Cape Town,378
"Lion's Head Apartment, Vredehoek, Cape Town",Cape Town,951
Stylish home in security estate,Cape Town,5999
Perfect located sunny city apartment with a view,Cape Town,797
Hyde Park on the Square,Cape Town,643
Disa Park,Cape Town,503
A gem in the heart of the bo kaap,Cape Town,1007
Double Room,Kuilsrivier,713
Cattellows Backpackers,Cape Town,294
Twin Room,Kuilsrivier,713
Brand New Sleeps 6 off Beachfront | Passerelle4onC,Cape Town,1902
"Superb Ocean Villa, Tierboskloof Ocean House",Cape Town,12796
R400 per day Gorgeous  2 bedroom apartment,Cape Town,406
Coral Reef,Cape Town,545
Alcamal,Cape Town,755
201RO - Lux 1 Bedroom apt in Green Point,Cape Town,1748
Luxurious Beach Villa,Cape Town,4195
Modern Studio only 300 meters from Beachfront.,Cape Town,755
"Cozy, Secure & Private House ~ Blouberg",Cape Town,755
Halicove Country Townhouse,Cape Town,951
Exquisite top notch guest house!!!,Cape Town,699
Entire apartment sleeps 4 to 6,Cape Town,1329
Clifton Living,Cape Town,5006
Table Mountain Villa,Cape Town,5999
"Light, spacious and centrally located apartment",Cape Town,559
Feel at home in Claremont,Cape Town,489
Bright sunny home near the sea,Cape Town,350
Lovely family home in the heart of Cape Town,Cape Town,5006
Halfway between Cape Town CBD & Stellenbosch,Cape Town,503
Paradi,Cape Town,2196
Self Catering Guesthouse Close to Cape Town Centre,Cape Town,1007
Lavinia Lifestyle - CASA BIANCA,Cape Town,2238
Homely house in save close with granny flat,Cape Town,14921
"Oakhurst Avenue, Rondebosch",Cape Town,5496
Sunny spacious apartment in Sea Point,Cape Town,1105
Garden Cottage at Nooitgedacht Manor,Cape Town,1049
Cozy Eclectic Art-Filled Loft in Trendy Bree Street,Cape Town,2377
Easy Accessible One Bedroom In Cape Town,Cape Town,643
Family home in leafy Constantia,Cape Town,4895
1801 Triangle | Deluxe 2 Bed Serviced Apartment,Cape Town,1706
Wild Olive Guest House,Cape Town,797
